"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"DCA17LA122","ACC","95216","2017-05-20T21:18:00Z","Raleigh","North Carolina","United States",,"N633DL","23614","false","Aviation","DirectorBrief","2020-09-22T04:00:00Z","2020-10-20T14:00:00Z","None","0","0","0","the first officer's failure to attain a proper landing flare, which resulted in a tail strike.","Personnel issues - Action/decision - Action - Incorrect action sequence - Copilot",,"35.877498000000003","-78.798332000000002","BOEING","757","AIR","KRDU","Raleigh-Durham International","false","2","TF","SCHD",,"121","Substantial","VMC","Delta Air Lines","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=95216","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/95216/pdf"
"DCA17CA111","ACC","95132","2017-05-02T19:30:00Z","Boston","Massachusetts","United States",,"N595JB","2286","false","Aviation","DirectorBrief","2018-03-09T05:00:00Z","2018-03-09T17:46:00Z","Serious","0","1","0","an inadvertent encounter with convective turbulence.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel",,"42.209999000000003","-71","AIRBUS","A320 232","AIR",,,"false","2","TF","SCHD",,"121","None","VMC","jetBlue Airways","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=95132","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/95132/pdf"
"DCA17CA101","ACC","95064","2017-04-14T16:00:00Z","Orlando","Florida","United States",,"N373JB","19000624","false","Aviation","DirectorBrief","2020-09-22T04:00:00Z","2020-10-20T14:00:00Z","Serious","0","1","0","an inadvertent encounter with convective turbulence, which resulted in a serious injury to a flight attendant.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel",,"28.429445000000001","-81.308891000000003","EMBRAER","ERJ 190 100 IGW","AIR",,,"false",,,"SCHD",,"121","None","VMC","JetBlue Airways","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=95064","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/95064/pdf"
"DCA17CA079","ACC","94878","2017-03-09T20:15:00Z","Dallas-Fort Worth (DFW)","Texas","United States",,"N9615W","53562","false","Aviation","DirectorBrief","2018-03-09T05:00:00Z","2017-04-13T11:25:00Z","Serious","0","1","0","an inadvertent encounter with convective turbulence.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel",,"32.900001000000003","-97.040557000000007","MCDONNELL DOUGLAS","DC 9 83(MD-83)","AIR",,,"false","2","TF","SCHD",,"121","Minor","IMC","American Airlines","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94878","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94878/pdf"
"DCA17FA076","ACC","94839","2017-03-08T15:55:00Z","Ypsilanti","Michigan","United States","AAR1901","N786TW","53123","true","Aviation","Report","2019-05-06T04:00:00Z","2018-04-11T17:00:00Z","Minor","0","0","1","the jammed condition of the airplane's right elevator, which resulted from exposure to localized, dynamic wind while the airplane was parked and rendered the airplane unable to rotate during takeoff. Contributing to the accident were (1) the effect of a large structure on the gusting surface wind at the airplane's parked location, which led to turbulent gust loads on the right elevator sufficient to jam it, even though the horizontal surface wind speed was below the certification design limit and maintenance inspection criteria for the airplane, and (2) the lack of a means to enable the flight crew to detect a jammed elevator during preflight checks for the Boeing MD-83 airplane. Contributing to the survivability of the accident was the captain's timely and appropriate decision to reject the takeoff, the check airman's disciplined adherence to standard operating procedures after the captain called for the rejected takeoff, and the dimensionally compliant runway safety area where the overrun occurred.","Aircraft - Aircraft systems - Flight control system - Elevator control system - Damaged/degraded, Environmental issues - Conditions/weather/phenomena - Wind - High wind - Effect on equipment, Environmental issues - Physical environment - Object/animal/substance - Residence/building - Effect on equipment, Aircraft - Aircraft systems - Equipment/furnishings - Escape slide - Incorrect service/maintenance, Environmental issues - Operating environment - Meteorological services - (general) - Accuracy of related info",,"42.243887999999998","-83.542502999999996","MCDONNELL DOUGLAS","MD80","AIR","KYIP","Willow Run International Airpo","false","2","TJ","NSCH",,"121","Substantial","VMC","Ameristar Air Cargo, Inc.","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94839","https://www.ntsb.gov/investigations/Pages/DCA17FA076.aspx"
"DCA17CA087","ACC","94940","2017-03-06T11:10:00Z","Los Angeles","California","United States",,"N369NB","2047","false","Aviation","DirectorBrief","2020-06-08T04:00:00Z","2020-07-01T03:13:00Z","Serious","0","1","0","malfunction of the parking brake electrical control valve that resulted in a sudden stop.","Aircraft - Aircraft systems - Landing gear system - Brake - Failure",,"33.942501","-118.408058","AIRBUS","A319 114","AIR","LAX","Los Angeles International","false","2","TF","SCHD",,"121","None","VMC","Delta Air Lines","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94940","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94940/pdf"
"DCA17WA073","ACC","94789","2017-02-28T08:15:00Z","Azraq",,"Jordan",,"N351AX","27908","false","Aviation","",,,"None","0","0","0",,,,"31.834167000000001","36.787222999999997","BOEING","767 33A","AIR",,,"false","2",,"NSCH",,"121","Substantial",,"Omni Air International","Landing","N/A",,"Prelim","","None"
"DCA17CA064","ACC","94720","2017-02-15T12:42:00Z","Charlotte","North Carolina","United States",,"N709PS","10165","false","Aviation","DirectorBrief","2020-07-08T04:00:00Z","2020-08-17T14:01:00Z","None","0","0","0","collision with a deer during takeoff.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment",,"35.213889999999999","-80.951942000000003","BOMBARDIER INC","CL 600 2C10","AIR","CLT","Charlotte/Douglas Intl","false","2","TF","SCHD",,"121","Substantial","VMC","PSA Airlines","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94720","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94720/pdf"
"DCA17CA071","ACC","94745","2017-02-13T12:15:00Z","Dulles","Virginia","United States",,"N838CA","527","false","Aviation","DirectorBrief","2018-03-09T05:00:00Z","2017-04-12T19:40:00Z","Serious","0","1","0","an inadvertent encounter with clear air turbulence.","Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel",,"38.953055999999997","-77.456389999999999","BOMBARDIER INC","DHC 8 311","AIR","KIAD","Washington Dulles Internationa","false","1","TP","SCHD",,"121","None","VMC","Commutair","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94745","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94745/pdf"
"DCA17CA072","ACC","94770","2017-02-11T20:50:00Z","Phoenix","Arizona","United States",,"N7822A","32596","false","Aviation","DirectorBrief","2017-05-26T04:00:00Z","2017-05-30T17:28:00Z","Serious","0","1","0","the catering agent's lack of situational awareness when exiting the airplane that resulted in a serious injury.","Personnel issues - Task performance - Planning/preparation - (general) - Ground crew",,"33.434165","-112.01166499999999","BOEING","737 76N","AIR","PHX","Phoenix Sky Harbor","false","2","TF","SCHD",,"121","None","VMC","SOUTHWEST AIRLINES CO","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94770","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94770/pdf"
"DCA17CA042","ACC","94507","2016-12-13T19:47:00Z","Denver","Colorado","United States",,"N24202","30429","false","Aviation","DirectorBrief","2017-02-23T05:00:00Z","2017-02-23T18:17:00Z","Serious","0","1","0","An inadvertent encounter with mountain wave turbulence.","Environmental issues - Conditions/weather/phenomena - Turbulence - Terrain induced turbulence - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Turbulence - Terrain induced turbulence - Awareness of condition",,"39.859999999999999","-104.66999800000001","BOEING","737 824","AIR",,,"false","2","TF","SCHD",,"121","None","IMC","United Airlines","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94507","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94507/pdf"
"DCA17CA096","ACC","95020","2016-11-20T23:23:00Z","Hopewell","Virginia","United States",,"N930AT","55072","false","Aviation","DirectorBrief","2020-06-08T04:00:00Z","2020-07-01T03:05:00Z","Serious","0","1","0","the flight attendant's inadvertent bump into a retractable galley tray.","Personnel issues - Miscellaneous - (general) - (general) - Cabin crew",,"37.328887000000002","-77.115836999999999","BOEING","717 200","AIR",,,"false","2","TF","SCHD",,"121","None","VMC","Delta Air Lines","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=95020","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/95020/pdf"
"DCA17MA022","ACC","94310","2016-10-28T17:51:00Z","Fort Lauderdale","Florida","United States",,"N370FE","46608","false","Aviation","BoardBrief","2018-08-23T04:00:00Z","2018-07-17T20:57:00Z","None","0","0","0","The failure of the left main landing gear (MLG) due to fatigue cracking that initiated at a corrosion pit. The pit formed in the absence of a required protective cadmium coating the cause of which could not be determined from available evidence. Contributing to the failure of the left MLG was the operator's overhaul limit, which exceeded that recommended by the airplane manufacturer without sufficient data and analysis to ensure crack detection before it progressed to failure.","Aircraft - Aircraft systems - Landing gear system - Main landing gear - Fatigue/wear/corrosion, Aircraft - Aircraft systems - Landing gear system - Main landing gear - Inadequate inspection, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - Operator",,"26.077499","-80.144447","MCDONNELL DOUGLAS","MD 10-10F","AIR","FLL","FORT LAUDERDALE/HOLLYWOOD INTL","false","3","TF","NSCH",,"121","Substantial","VMC","FedEx Express","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94310","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94310/pdf"
"DCA17FA021","ACC","94308","2016-10-28T04:00:00Z","Chicago","Illinois","United States","AAR1801","N345AN","N345AN","true","Aviation","Report","2018-02-06T05:00:00Z","2017-07-06T14:00:00Z","Serious","0","1","20","The failure of the high-pressure turbine (HPT) stage 2 disk, which severed the main engine fuel feed line and breached the right main wing fuel tank, releasing fuel that resulted in a fire on the right side of the airplane during the takeoff roll. The HPT stage 2 disk failed because of low-cycle fatigue cracks that initiated from an internal subsurface manufacturing anomaly that was most likely not detectable during production inspections and subsequent in service inspections using the procedures in place. Contributing to the serious passenger injury was (1) the delay in shutting down the left engine and (2) a flight attendant's deviation from company procedures, which resulted in passengers evacuating from the left overwing exit while the left engine was still operating. Contributing to the delay in shutting down the left engine was (1) the lack of a separate checklist procedure for Boeing 767 airplanes that specifically addressed engine fires on the ground and (2) the lack of communication between the flight and cabin crews after the airplane came to a stop.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Failure, Aircraft - Aircraft systems - Fuel system - (general) - Damaged/degraded, Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Cabin crew, Personnel issues - Action/decision - Action - Delayed action - Flight crew, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Flight crew, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Cabin crew, Organizational issues - Development - Manufacture/production - Equipment manufacture - Manufacturer, Organizational issues - Development - Design - Task design - Manufacturer, Organizational issues - Management - Resources - Adequacy of documents/info - FAA/Regulator, Organizational issues - Support/oversight/monitoring - Training - Emergency proc training - FAA/Regulator",,"41.968887000000002","-87.917777999999998","BOEING","767","AIR","KORD","Chicago O'Hare International A","false","2","TF","SCHD",,"121","Substantial","VMC","AMERICAN AIRLINES INC","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94308","https://www.ntsb.gov/investigations/Pages/DCA17FA021.aspx"
"DCA17CA005","ACC","94180","2016-10-05T17:25:00Z","Denver","Colorado","United States",,"N8324A","35966","false","Aviation","DirectorBrief","2020-04-06T04:00:00Z","2020-04-16T12:13:00Z","Serious","0","1","0","the flight attendant losing her balance as she was removing her carry-on baggage resulted in her falling against an arm rest causing the serious injury.","Personnel issues - Task performance - (general) - (general) - Cabin crew",,"39.861666999999997","-104.673057","BOEING","737-8H4","AIR","KDEN","Denver International Airport","false","2",,"SCHD",,"121","None","Unknown","Southwest Airlines","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94180","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94180/pdf"
"DCA16CA226","ACC","94087","2016-09-24T10:15:00Z","Dulles","Virginia","United States",,"N366PH","510","false","Aviation","DirectorBrief","2018-03-09T05:00:00Z","2018-03-12T12:55:00Z","None","0","0","0","incorrect installation of the frangible towing fuse that prevented the nose landing gear from extending.","Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel, Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Failure, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Malfunction",,"38.953055999999997","-77.456389999999999","BOMBARDIER INC","DHC 8 202","AIR","IAD","WASHINGTON DULLES INTL","false","2","TP","SCHD",,"121","Substantial","VMC","Champlain Enterprises, LLC","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=94087","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94087/pdf"
"DCA16CA220","ACC","93972","2016-08-31T02:10:00Z","International Waters",,"Unknown",,"N657UA","27112","false","Aviation","DirectorBrief","2020-04-22T04:00:00Z","2020-05-08T09:55:00Z","Serious","0","1","11","an inadvertent encounter with severe convective turbulence.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel",,"46","38.470001000000003","BOEING","767 322","AIR",,,"false","2","TF","SCHD",,"121","None","VMC","United Airlines","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=93972","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93972/pdf"
